Source,Target,Weight,Type
alciphron,evenings,1,undirected
alciphron,lalla,3,undirected
alciphron,loves_angels,4,undirected
alciphron,summerfete,1,undirected
anacreon,epistles,3,undirected
anacreon,lalla,1,undirected
anacreon,sceptic,2,undirected
anacreon,tom_crib,2,undirected
cash_corn,fudges_england,5,undirected
cash_corn,fudges_paris,4,undirected
cash_corn,intercepted,2,undirected
cash_corn,tom_crib,2,undirected
corruption,fables_holy,2,undirected
corruption,intercepted,1,undirected
corruption,sceptic,3,undirected
corruption,tom_crib,3,undirected
epistles,anacreon,3,undirected
epistles,fables_holy,2,undirected
epistles,lalla,4,undirected
epistles,little,3,undirected
epistles,loves_angels,1,undirected
epistles,melodies,6,undirected
epistles,national,2,undirected
epistles,sacred,1,undirected
evenings,alciphron,1,undirected
evenings,lalla,3,undirected
evenings,summerfete,4,undirected
fables_holy,corruption,2,undirected
fables_holy,epistles,2,undirected
fables_holy,fudges_paris,2,undirected
fables_holy,lalla,6,undirected
fables_holy,melodies,1,undirected
fudges_england,cash_corn,5,undirected
fudges_england,fudges_paris,6,undirected
fudges_england,intercepted,4,undirected
fudges_england,tom_crib,1,undirected
fudges_paris,cash_corn,4,undirected
fudges_paris,fables_holy,2,undirected
fudges_paris,fudges_england,6,undirected
fudges_paris,intercepted,3,undirected
fudges_paris,tom_crib,3,undirected
intercepted,cash_corn,2,undirected
intercepted,corruption,1,undirected
intercepted,fudges_england,4,undirected
intercepted,fudges_paris,3,undirected
intercepted,little,1,undirected
lalla,alciphron,3,undirected
lalla,anacreon,1,undirected
lalla,epistles,4,undirected
lalla,evenings,3,undirected
lalla,fables_holy,6,undirected
lalla,loves_angels,3,undirected
lalla,melodies,3,undirected
lalla,sacred,2,undirected
lalla,summerfete,3,undirected
little,epistles,3,undirected
little,intercepted,1,undirected
little,melodies,2,undirected
loves_angels,alciphron,4,undirected
loves_angels,epistles,1,undirected
loves_angels,lalla,3,undirected
melodies,epistles,6,undirected
melodies,fables_holy,1,undirected
melodies,lalla,3,undirected
melodies,little,2,undirected
melodies,national,3,undirected
melodies,sacred,3,undirected
melodies,summerfete,1,undirected
national,epistles,2,undirected
national,melodies,3,undirected
national,summerfete,1,undirected
sacred,epistles,1,undirected
sacred,lalla,2,undirected
sacred,melodies,3,undirected
sceptic,anacreon,2,undirected
sceptic,corruption,3,undirected
sceptic,tom_crib,1,undirected
summerfete,alciphron,1,undirected
summerfete,evenings,4,undirected
summerfete,lalla,3,undirected
summerfete,melodies,1,undirected
summerfete,national,1,undirected
tom_crib,anacreon,2,undirected
tom_crib,cash_corn,2,undirected
tom_crib,corruption,3,undirected
tom_crib,fudges_england,1,undirected
tom_crib,fudges_paris,3,undirected
tom_crib,sceptic,1,undirected
