Source,Target,Weight,Type
alciphron,epistles,1,undirected
alciphron,evenings,1,undirected
alciphron,lalla,3,undirected
alciphron,loves_angels,3,undirected
anacreon,epistles,4,undirected
anacreon,lalla,2,undirected
anacreon,little,1,undirected
anacreon,melodies,1,undirected
anacreon,sceptic,1,undirected
cash_corn,fudges_england,6,undirected
cash_corn,fudges_paris,4,undirected
cash_corn,intercepted,2,undirected
cash_corn,tom_crib,2,undirected
corruption,fables_holy,1,undirected
corruption,intercepted,2,undirected
corruption,sceptic,3,undirected
corruption,tom_crib,3,undirected
epistles,alciphron,1,undirected
epistles,anacreon,4,undirected
epistles,lalla,4,undirected
epistles,little,3,undirected
epistles,loves_angels,2,undirected
epistles,melodies,6,undirected
epistles,national,2,undirected
epistles,sacred,1,undirected
evenings,alciphron,1,undirected
evenings,lalla,3,undirected
evenings,summerfete,2,undirected
fables_holy,corruption,1,undirected
fables_holy,fudges_england,1,undirected
fables_holy,fudges_paris,3,undirected
fables_holy,lalla,5,undirected
fables_holy,melodies,1,undirected
fables_holy,summerfete,2,undirected
fudges_england,cash_corn,6,undirected
fudges_england,fables_holy,1,undirected
fudges_england,fudges_paris,5,undirected
fudges_england,intercepted,4,undirected
fudges_england,tom_crib,1,undirected
fudges_paris,cash_corn,4,undirected
fudges_paris,fables_holy,3,undirected
fudges_paris,fudges_england,5,undirected
fudges_paris,intercepted,3,undirected
fudges_paris,tom_crib,3,undirected
intercepted,cash_corn,2,undirected
intercepted,corruption,2,undirected
intercepted,fudges_england,4,undirected
intercepted,fudges_paris,3,undirected
lalla,alciphron,3,undirected
lalla,anacreon,2,undirected
lalla,epistles,4,undirected
lalla,evenings,3,undirected
lalla,fables_holy,5,undirected
lalla,loves_angels,3,undirected
lalla,melodies,3,undirected
lalla,national,1,undirected
lalla,sacred,2,undirected
lalla,summerfete,3,undirected
little,anacreon,1,undirected
little,epistles,3,undirected
little,melodies,2,undirected
loves_angels,alciphron,3,undirected
loves_angels,epistles,2,undirected
loves_angels,lalla,3,undirected
melodies,anacreon,1,undirected
melodies,epistles,6,undirected
melodies,fables_holy,1,undirected
melodies,lalla,3,undirected
melodies,little,2,undirected
melodies,national,3,undirected
melodies,sacred,3,undirected
melodies,summerfete,1,undirected
national,epistles,2,undirected
national,lalla,1,undirected
national,melodies,3,undirected
sacred,epistles,1,undirected
sacred,lalla,2,undirected
sacred,melodies,3,undirected
sceptic,anacreon,1,undirected
sceptic,corruption,3,undirected
sceptic,tom_crib,2,undirected
summerfete,evenings,2,undirected
summerfete,fables_holy,2,undirected
summerfete,lalla,3,undirected
summerfete,melodies,1,undirected
tom_crib,cash_corn,2,undirected
tom_crib,corruption,3,undirected
tom_crib,fudges_england,1,undirected
tom_crib,fudges_paris,3,undirected
tom_crib,sceptic,2,undirected
