Source,Target,Weight,Type
alciphron,evenings,5,undirected
alciphron,lalla,1,undirected
alciphron,loves_angels,6,undirected
alciphron,summerfete,3,undirected
anacreon,epistles,5,undirected
anacreon,sceptic,3,undirected
anacreon,tom_crib,2,undirected
cash_corn,fudges_england,3,undirected
cash_corn,fudges_paris,4,undirected
cash_corn,intercepted,2,undirected
cash_corn,tom_crib,3,undirected
corruption,epistles,1,undirected
corruption,intercepted,1,undirected
corruption,sceptic,6,undirected
corruption,tom_crib,4,undirected
epistles,anacreon,5,undirected
epistles,corruption,1,undirected
epistles,little,6,undirected
evenings,alciphron,5,undirected
evenings,lalla,3,undirected
evenings,loves_angels,1,undirected
evenings,summerfete,5,undirected
fables_holy,fudges_england,2,undirected
fables_holy,fudges_paris,3,undirected
fables_holy,intercepted,1,undirected
fudges_england,cash_corn,3,undirected
fudges_england,fables_holy,2,undirected
fudges_england,fudges_paris,5,undirected
fudges_england,intercepted,6,undirected
fudges_paris,cash_corn,4,undirected
fudges_paris,fables_holy,3,undirected
fudges_paris,fudges_england,5,undirected
fudges_paris,intercepted,4,undirected
intercepted,cash_corn,2,undirected
intercepted,corruption,1,undirected
intercepted,fables_holy,1,undirected
intercepted,fudges_england,6,undirected
intercepted,fudges_paris,4,undirected
intercepted,tom_crib,1,undirected
lalla,alciphron,1,undirected
lalla,evenings,3,undirected
lalla,loves_angels,5,undirected
lalla,sacred,1,undirected
little,epistles,6,undirected
little,melodies,4,undirected
little,national,2,undirected
loves_angels,alciphron,6,undirected
loves_angels,evenings,1,undirected
loves_angels,lalla,5,undirected
loves_angels,summerfete,1,undirected
melodies,little,4,undirected
melodies,national,6,undirected
melodies,sacred,3,undirected
national,little,2,undirected
national,melodies,6,undirected
national,sacred,5,undirected
sacred,lalla,1,undirected
sacred,melodies,3,undirected
sacred,national,5,undirected
sceptic,anacreon,3,undirected
sceptic,corruption,6,undirected
sceptic,tom_crib,1,undirected
summerfete,alciphron,3,undirected
summerfete,evenings,5,undirected
summerfete,loves_angels,1,undirected
tom_crib,anacreon,2,undirected
tom_crib,cash_corn,3,undirected
tom_crib,corruption,4,undirected
tom_crib,intercepted,1,undirected
tom_crib,sceptic,1,undirected
